openelections_file_name,date,state,type
20081104__la__general.csv,20081104,la,general.csv
20081104__la__general__precinct.csv,20081104,la,general
20081104__la__special__general.csv,20081104,la,special
20081104__la__special__general__precinct.csv,20081104,la,special
20081206__la__general_runoff.csv,20081206,la,general_runoff.csv
20081206__la__general_runoff__precinct.csv,20081206,la,general_runoff
20081206__la__special__primary.csv,20081206,la,special
20081206__la__special__primary__precinct.csv,20081206,la,special
20090307__la__special__primary.csv,20090307,la,special
20090307__la__special__primary__precinct.csv,20090307,la,special
20090404__la__special__general.csv,20090404,la,special
20090404__la__special__general__precinct.csv,20090404,la,special
20090404__la__special__primary.csv,20090404,la,special
20090404__la__special__primary__precinct.csv,20090404,la,special
20090502__la__special__general.csv,20090502,la,special
20090502__la__special__general__precinct.csv,20090502,la,special
20090801__la__special__primary.csv,20090801,la,special
20090801__la__special__primary__precinct.csv,20090801,la,special
20090829__la__special__general.csv,20090829,la,special
20090829__la__special__general__precinct.csv,20090829,la,special
20100206__la__special__primary.csv,20100206,la,special
20100206__la__special__primary__precinct.csv,20100206,la,special
20100501__la__special__primary.csv,20100501,la,special
20100501__la__special__primary__precinct.csv,20100501,la,special
20100529__la__special__general.csv,20100529,la,special
20100529__la__special__general__precinct.csv,20100529,la,special
20100828__la__primary.csv,20100828,la,primary.csv
20100828__la__primary__precinct.csv,20100828,la,primary
20101002__la__primary_runoff.csv,20101002,la,primary_runoff.csv
20101002__la__primary_runoff__precinct.csv,20101002,la,primary_runoff
20101002__la__special__primary.csv,20101002,la,special
20101002__la__special__primary__precinct.csv,20101002,la,special
20101102__la__primary.csv,20101102,la,primary.csv
20101102__la__primary__precinct.csv,20101102,la,primary
20101102__la__special__general.csv,20101102,la,special
20101102__la__special__general__precinct.csv,20101102,la,special
20110122__la__special__primary.csv,20110122,la,special
20110122__la__special__primary__precinct.csv,20110122,la,special
20110219__la__special__primary.csv,20110219,la,special
20110219__la__special__primary__precinct.csv,20110219,la,special
20110402__la__special__primary.csv,20110402,la,special
20110402__la__special__primary__precinct.csv,20110402,la,special
20110430__la__special__primary.csv,20110430,la,special
20110430__la__special__primary__precinct.csv,20110430,la,special
20111022__la__primary.csv,20111022,la,primary.csv
20111022__la__primary__precinct.csv,20111022,la,primary
20111119__la__general.csv,20111119,la,general.csv
20111119__la__general__precinct.csv,20111119,la,general
20120324__la__primary.csv,20120324,la,primary.csv
20120324__la__primary__precinct.csv,20120324,la,primary
20121106__la__general.csv,20121106,la,general.csv
20121106__la__general__precinct.csv,20121106,la,general
20121106__la__primary.csv,20121106,la,primary.csv
20121106__la__primary__precinct.csv,20121106,la,primary
20121208__la__general.csv,20121208,la,general.csv
20121208__la__general__precinct.csv,20121208,la,general
20130302__la__special__primary.csv,20130302,la,special
20130302__la__special__primary__precinct.csv,20130302,la,special
20131019__la__special__primary.csv,20131019,la,special
20131019__la__special__primary__precinct.csv,20131019,la,special
20131116__la__special__general.csv,20131116,la,special
20131116__la__special__general__precinct.csv,20131116,la,special
20141104__la__primary.csv,20141104,la,primary.csv
20141104__la__primary__precinct.csv,20141104,la,primary
20141206__la__general.csv,20141206,la,general.csv
20141206__la__general__precinct.csv,20141206,la,general
20150221__la__special__primary.csv,20150221,la,special
20150221__la__special__primary__precinct.csv,20150221,la,special
20150328__la__special__general.csv,20150328,la,special
20150328__la__special__general__precinct.csv,20150328,la,special
20151024__la__primary.csv,20151024,la,primary.csv
20151024__la__primary__precinct.csv,20151024,la,primary
20151121__la__general.csv,20151121,la,general.csv
20151121__la__general__precinct.csv,20151121,la,general
20000307__oh__democratic__primary__president.csv,20000307,oh,democratic
20000307__oh__democratic__primary__state_house.csv,20000307,oh,democratic
20000307__oh__democratic__primary__state_senate.csv,20000307,oh,democratic
20000307__oh__libertarian__primary__state_house.csv,20000307,oh,libertarian
20000307__oh__libertarian__primary__state_senate.csv,20000307,oh,libertarian
20000307__oh__natural_law__primary__state_house.csv,20000307,oh,natural_law
20000307__oh__natural_law__primary__state_senate.csv,20000307,oh,natural_law
20000307__oh__primary__house.csv,20000307,oh,primary
20000307__oh__primary__senate.csv,20000307,oh,primary
20000307__oh__republican__primary__president.csv,20000307,oh,republican
20000307__oh__republican__primary__state_house.csv,20000307,oh,republican
20000307__oh__republican__primary__state_senate.csv,20000307,oh,republican
20001107__oh__general__house.csv,20001107,oh,general
20001107__oh__general__president.csv,20001107,oh,general
20001107__oh__general__senate.csv,20001107,oh,general
20001107__oh__general__state_senate.csv,20001107,oh,general
20111106__oh__special__primary__house__5.csv,20111106,oh,special
20111207__oh__special__general__house__5.csv,20111207,oh,special
20081118__oh__special__general__house__11.csv,20081118,oh,special
20100713__oh__democratic__special__primary__house__3.csv,20100713,oh,democratic
20121106__oh__general__house.csv,20121106,oh,general
20121106__oh__general__president.csv,20121106,oh,general
20121106__oh__general__senate.csv,20121106,oh,general
20121106__oh__general__state_house.csv,20121106,oh,general
20121106__oh__general__state_senate.csv,20121106,oh,general
20140506__oh__primary__democratic__adams.csv,20140506,oh,primary
20140506__oh__primary__democratic__adams__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__allen.csv,20140506,oh,primary
20140506__oh__primary__democratic__allen__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__ashland.csv,20140506,oh,primary
20140506__oh__primary__democratic__ashland__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__ashtabula.csv,20140506,oh,primary
20140506__oh__primary__democratic__ashtabula__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__athens.csv,20140506,oh,primary
20140506__oh__primary__democratic__athens__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__auglaize.csv,20140506,oh,primary
20140506__oh__primary__democratic__auglaize__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__belmont.csv,20140506,oh,primary
20140506__oh__primary__democratic__belmont__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__brown.csv,20140506,oh,primary
20140506__oh__primary__democratic__brown__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__butler.csv,20140506,oh,primary
20140506__oh__primary__democratic__butler__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__carroll.csv,20140506,oh,primary
20140506__oh__primary__democratic__carroll__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__champaign.csv,20140506,oh,primary
20140506__oh__primary__democratic__champaign__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__clark.csv,20140506,oh,primary
20140506__oh__primary__democratic__clark__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__clermont.csv,20140506,oh,primary
20140506__oh__primary__democratic__clermont__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__clinton.csv,20140506,oh,primary
20140506__oh__primary__democratic__clinton__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__columbiana.csv,20140506,oh,primary
20140506__oh__primary__democratic__columbiana__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__coshocton.csv,20140506,oh,primary
20140506__oh__primary__democratic__coshocton__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__crawford.csv,20140506,oh,primary
20140506__oh__primary__democratic__crawford__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__cuyahoga.csv,20140506,oh,primary
20140506__oh__primary__democratic__cuyahoga__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__darke.csv,20140506,oh,primary
20140506__oh__primary__democratic__darke__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__defiance.csv,20140506,oh,primary
20140506__oh__primary__democratic__defiance__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__delaware.csv,20140506,oh,primary
20140506__oh__primary__democratic__delaware__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__erie.csv,20140506,oh,primary
20140506__oh__primary__democratic__erie__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__fairfield.csv,20140506,oh,primary
20140506__oh__primary__democratic__fairfield__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__fayette.csv,20140506,oh,primary
20140506__oh__primary__democratic__fayette__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__franklin.csv,20140506,oh,primary
20140506__oh__primary__democratic__franklin__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__fulton.csv,20140506,oh,primary
20140506__oh__primary__democratic__fulton__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__gallia.csv,20140506,oh,primary
20140506__oh__primary__democratic__gallia__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__geauga.csv,20140506,oh,primary
20140506__oh__primary__democratic__geauga__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__greene.csv,20140506,oh,primary
20140506__oh__primary__democratic__greene__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__guernsey.csv,20140506,oh,primary
20140506__oh__primary__democratic__guernsey__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__hamilton.csv,20140506,oh,primary
20140506__oh__primary__democratic__hamilton__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__hancock.csv,20140506,oh,primary
20140506__oh__primary__democratic__hancock__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__hardin.csv,20140506,oh,primary
20140506__oh__primary__democratic__hardin__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__harrison.csv,20140506,oh,primary
20140506__oh__primary__democratic__harrison__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__henry.csv,20140506,oh,primary
20140506__oh__primary__democratic__henry__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__highland.csv,20140506,oh,primary
20140506__oh__primary__democratic__highland__precinct.csv,20140506,oh,primary
20140506__oh__primary__democratic__hocking.csv,20140506,oh,primary
